cliente,cnae_subclasse,sum_carteira_ativa,ano,cnae_subclasse_bcb,codigo_cnae_ibge,atividade_tru68_ibge
PJ,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis",5833270.5,2019,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis",1629,1600
PJ,Fabricação de artefatos para pesca e esporte,39946707.84,2019,Fabricação de artefatos para pesca e esporte,3230,3180
PJ,Fabricação de azulejos e pisos,1307904183.23,2019,Fabricação de azulejos e pisos,2342,2300
PJ,Fabricação de bancos e estofados para veículos automotores,34626407.94,2019,Fabricação de bancos e estofados para veículos automotores,2949,2992
PJ,Fabricação de calçados de couro,1063024217.06,2019,Fabricação de calçados de couro,1531,1500
PJ,Fabricação de calçados de material sintético,665243217.09,2019,Fabricação de calçados de material sintético,1533,1500
PJ,"Fabricação de canetas, lápis e outros artigos para escritório",48893519.92,2019,"Fabricação de canetas, lápis e outros artigos para escritório",3299,3180
PJ,Fabricação de celulose e outras pastas para a fabricação de papel,8839706303.8,2019,Fabricação de celulose e outras pastas para a fabricação de papel,1710,1700
PJ,Fabricação de cigarrilhas e charutos,12042.7,2019,Fabricação de cigarrilhas e charutos,1220,1200
PJ,"Fabricação de conservas de legumes e outros vegetais, exceto palmito",286535217.45,2019,"Fabricação de conservas de legumes e outros vegetais, exceto palmito",1032,1093
PJ,Fabricação de embalagens metálicas,2851371542.57,2019,Fabricação de embalagens metálicas,2591,2500
PJ,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",220153470.22,2019,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",2812,2800
PJ,Fabricação de equipamentos para sinalização e alarme,37767770.67,2019,Fabricação de equipamentos para sinalização e alarme,2790,2700
PJ,"Fabricação de farinha de milho e derivados, exceto óleos de milho",149488082.91,2019,"Fabricação de farinha de milho e derivados, exceto óleos de milho",1064,1093
PJ,"Fabricação de instrumentos musicais, peças e acessórios",19303493.65,2019,"Fabricação de instrumentos musicais, peças e acessórios",3220,3180
PJ,Fabricação de luminárias e outros equipamentos de iluminação,181476535.52,2019,Fabricação de luminárias e outros equipamentos de iluminação,2740,2700
PJ,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",2109585021.48,2019,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",1621,1600
PJ,Fabricação de medicamentos alopáticos para uso humano,2572899872.05,2019,Fabricação de medicamentos alopáticos para uso humano,2121,2100
PJ,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",1517204.66,2019,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",3240,3180
PJ,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",20490582.55,2019,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",2811,2800
PJ,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",3406029900.99,2019,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",2833,2800
PJ,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",52096974.33,2019,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",2851,2800
PJ,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",304184296.5,2019,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",2862,2800
PJ,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",914746073.98,2019,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",2869,2800
PJ,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",96102073.77,2019,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",2861,2800
PJ,"Fabricação de máquinas-ferramenta, peças e acessórios",492953056.78,2019,"Fabricação de máquinas-ferramenta, peças e acessórios",2840,2800
PJ,Fabricação de outras aguardentes e bebidas destiladas,150625500.43,2019,Fabricação de outras aguardentes e bebidas destiladas,1111,1100
PJ,Fabricação de outras bebidas não-alcoólicas não especificadas anteriormente,10911637.94,2019,Fabricação de outras bebidas não-alcoólicas não especificadas anteriormente,1122,1100
PJ,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,3383666797.47,2019,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,2949,2992
PJ,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",335078081.99,2019,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",2759,2700
PJ,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,236358581.8,2019,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,3240,3180
PJ,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,276300080.15,2019,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,2790,2700
PJ,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,453209985.46,2019,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,2399,2300
PJ,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,368809423.95,2019,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,2019,2091
PJ,"Fabricação de partes para calçados, de qualquer material",135158964.93,2019,"Fabricação de partes para calçados, de qualquer material",1540,1500
PJ,Fabricação de peças e acessórios para o sistema motor de veículos automotores,1022775859.46,2019,Fabricação de peças e acessórios para o sistema motor de veículos automotores,2941,2992
PJ,Fabricação de produtos cerâmicos refratários,46268453.43,2019,Fabricação de produtos cerâmicos refratários,2341,2300
PJ,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,523582842.64,2019,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,1742,1700
PJ,Fabricação de produtos de trefilados de metal padronizados,190809587.22,2019,Fabricação de produtos de trefilados de metal padronizados,2592,2500
PJ,"Fabricação de produtos de trefilados de metal, exceto padronizados",132575881.75,2019,"Fabricação de produtos de trefilados de metal, exceto padronizados",2592,2500
PJ,Fabricação de produtos químicos orgânicos não especificados anteriormente,1390767111.08,2019,Fabricação de produtos químicos orgânicos não especificados anteriormente,2029,2091
PJ,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",105949323.45,2019,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",2521,2500
PJ,Fabricação de tecidos de malha,535527019.15,2019,Fabricação de tecidos de malha,1330,1300
PJ,"Fabricação de tecidos especiais, inclusive artefatos",329510512.44,2019,"Fabricação de tecidos especiais, inclusive artefatos",1354,1300
PJ,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",176025688.78,2019,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",2710,2700
PJ,Fabricação de tubos e acessórios de material plástico para uso na construção,492534481.04,2019,Fabricação de tubos e acessórios de material plástico para uso na construção,2223,2200
PJ,Fabricação de vidro plano e de segurança,341010409.59,2019,Fabricação de vidro plano e de segurança,2311,2300
PJ,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",275668653.91,2019,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",2813,2800
PJ,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",4580769809.91,2019,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",1041,1093
PJ,"Fabricação de óleos vegetais refinados, exceto óleo de milho",1030670368.24,2019,"Fabricação de óleos vegetais refinados, exceto óleo de milho",1042,1093
PJ,Facção de roupas íntimas,5029816.55,2019,Facção de roupas íntimas,1411,1400
PJ,Impressão de jornais,7977879.87,2019,Impressão de jornais,1811,1800
PJ,Impressão de material de segurança,75731280.88,2019,Impressão de material de segurança,1812,1800
PJ,Instalação de outros equipamentos não especificados anteriormente,16729249.54,2019,Instalação de outros equipamentos não especificados anteriormente,3329,3300
PJ,Lapidação de gemas,25782675.84,2019,Lapidação de gemas,3211,3180
PJ,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",2186871.18,2019,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",3313,3300
PJ,Manutenção e reparação de compressores,8397393.2,2019,Manutenção e reparação de compressores,3314,3300
PJ,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório",836974.06,2019,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório",3314,3300
PJ,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",9243851.66,2019,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",3314,3300
PJ,"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados",7968300.51,2019,"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados",3314,3300
PJ,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,22561614.92,2019,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,3314,3300
PJ,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,52516366.19,2019,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,3314,3300
PJ,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",19737813.59,2019,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",3314,3300
PJ,"Manutenção e reparação de tratores, exceto agrícolas",2083319.49,2019,"Manutenção e reparação de tratores, exceto agrícolas",3314,3300
PJ,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente,206107070.36,2019,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente,2449,2492
PJ,Preparação e fiação de fibras de algodão,997079505.9,2019,Preparação e fiação de fibras de algodão,1311,1300
PJ,Tecelagem de fios de algodão,691560805.75,2019,Tecelagem de fios de algodão,1321,1300
PJ,Tecelagem de fios de fibras artificiais e sintéticas,196680784.55,2019,Tecelagem de fios de fibras artificiais e sintéticas,1323,1300
PJ,"Tecelagem de fios de fibras têxteis naturais, exceto algodão",1794291.95,2019,"Tecelagem de fios de fibras têxteis naturais, exceto algodão",1322,1300
PJ,Atividades de apoio à extração de minerais não-metálicos,30232651.02,2019,Atividades de apoio à extração de minerais não-metálicos,0990,0680
PJ,Atividades de apoio à extração de petróleo e gás natural,184595403.04,2019,Atividades de apoio à extração de petróleo e gás natural,0910,0680
PJ,Extração de argila e beneficiamento associado,48121789.86,2019,Extração de argila e beneficiamento associado,0810,0580
PJ,Extração de calcário e dolomita e beneficiamento associado,106673348.31,2019,Extração de calcário e dolomita e beneficiamento associado,0810,0580
PJ,Extração de gemas (pedras preciosas e semipreciosas),20122708.29,2019,Extração de gemas (pedras preciosas e semipreciosas),0893,0580
PJ,Extração de granito e beneficiamento associado,154716029.1,2019,Extração de granito e beneficiamento associado,0810,0580
PJ,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",48507412.16,2019,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",0891,0580
PJ,Extração de minério de ferro,10519578616.44,2019,Extração de minério de ferro,0710,0791
PJ,Extração de minério de manganês,477849870.66,2019,Extração de minério de manganês,0723,0792
PJ,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",127470589.85,2019,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",0729,0792
PJ,Extração de mármore e beneficiamento associado,5155445.68,2019,Extração de mármore e beneficiamento associado,0810,0580
PJ,Extração de outros minerais não-metálicos não especificados anteriormente,201268833.03,2019,Extração de outros minerais não-metálicos não especificados anteriormente,0899,0580
PJ,Extração de petróleo e gás natural,579576454.79,2019,Extração de petróleo e gás natural,0600,0680
PJ,Extração de quartzo,4445247.41,2019,Extração de quartzo,0899,0580
PJ,Atividades de exibição cinematográfica,83661750.39,2019,Atividades de exibição cinematográfica,5914,5980
PJ,Edição integrada à impressão de jornais diários,161290939.42,2019,Edição integrada à impressão de jornais diários,5822,5800
PJ,Edição integrada à impressão de livros,226767734.25,2019,Edição integrada à impressão de livros,5821,5800
PJ,Edição integrada à impressão de revistas,25469890.87,2019,Edição integrada à impressão de revistas,5823,5800
PJ,Estúdios cinematográficos,6405093.54,2019,Estúdios cinematográficos,5911,5980
PJ,Serviços de mixagem sonora em produção audiovisual,2813026.67,2019,Serviços de mixagem sonora em produção audiovisual,5912,5980
PJ,Serviços de telecomunicações sem fio não especificados anteriormente,1829080.42,2019,Serviços de telecomunicações sem fio não especificados anteriormente,6120,6100
PJ,Telefonia móvel celular,5643792967.09,2019,Telefonia móvel celular,6120,6100
PJ,Agências matrimoniais,251531.87,2019,Agências matrimoniais,9609,9480
PJ,Atividades associativas não especificadas anteriormente,74393186.12,2019,Atividades associativas não especificadas anteriormente,9499,9480
PJ,Gestão e manutenção de cemitérios,54817353.29,2019,Gestão e manutenção de cemitérios,9603,9480
PJ,Tinturarias,170098.16,2019,Tinturarias,9601,9480
PJ,Toalheiros,28542234.27,2019,Toalheiros,9601,9480
PJ,Atividades de acupuntura,955498.05,2019,Atividades de acupuntura,8690,8691
PJ,Atividades de centros de assistência psicossocial,7355335.64,2019,Atividades de centros de assistência psicossocial,8720,8691
PJ,Atividades de podologia,2236258.17,2019,Atividades de podologia,8690,8691
PJ,Instituições de longa permanência para idosos,69069199.68,2019,Instituições de longa permanência para idosos,8711,8691
PJ,Serviços de hemoterapia,27604076.56,2019,Serviços de hemoterapia,8640,8691
PJ,Serviços de quimioterapia,83131863.63,2019,Serviços de quimioterapia,8640,8691
PJ,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",10432316.52,2019,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",8622,8691
PJ,Serviços de ressonância magnética,127790159.21,2019,Serviços de ressonância magnética,8640,8691
PJ,Serviços de vacinação e imunização humana,34753984.26,2019,Serviços de vacinação e imunização humana,8630,8691
PJ,UTI móvel,82899201.7,2019,UTI móvel,8621,8691
PJ,Administração da infraestrutura portuária,121668216.61,2019,Administração da infraestrutura portuária,5231,5280
PJ,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",287026042.89,2019,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",5211,5280
PJ,Navegação de apoio marítimo,16123033863.77,2019,Navegação de apoio marítimo,5030,5000
PJ,Operação dos aeroportos e campos de aterrissagem,5851963082.8,2019,Operação dos aeroportos e campos de aterrissagem,5240,5280
PJ,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",41476508.84,2019,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",4929,4900
PJ,Outros transportes rodoviários de passageiros não especificados anteriormente,36371537.84,2019,Outros transportes rodoviários de passageiros não especificados anteriormente,4929,4900
PJ,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",1221501.4,2019,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",5229,5280
PJ,Terminais rodoviários e ferroviários,59036024.23,2019,Terminais rodoviários e ferroviários,5222,5280
PJ,Tratamento e disposição de resíduos perigosos,128225250.24,2019,Tratamento e disposição de resíduos perigosos,3822,3680
PJ,Cultivo de maracujá,37768.54,2019,Cultivo de maracujá,0133,0191
PJ,Administração de cartões de crédito,1479155731.96,2019,Administração de cartões de crédito,6613,6480
PJ,"Fabricação de intermediários para plastificantes, resinas e fibras",93558998.19,2019,"Fabricação de intermediários para plastificantes, resinas e fibras",2022,2091
PJ,"Fabricação de produtos para infusão (chá, mate, etc.)",72296787.64,2019,"Fabricação de produtos para infusão (chá, mate, etc.)",1099,1093
PJ,Navegação de apoio portuário,1256997815.06,2019,Navegação de apoio portuário,5030,5000
PJ,"Criação de ovinos, inclusive para produção de lã",1246176.3,2019,"Criação de ovinos, inclusive para produção de lã",0153,0192
PJ,"Produção de mudas e outras formas de propagação vegetal, certificadas",11708977.86,2019,"Produção de mudas e outras formas de propagação vegetal, certificadas",0142,0191
PJ,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",40065637.84,2019,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",4681,4580
PJ,Fabricação de artefatos de fibrocimento para uso na construção,241542540.54,2019,Fabricação de artefatos de fibrocimento para uso na construção,2330,2300
PJ,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",7579943.62,2019,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",3314,3300
PJ,Manutenção e reparação de válvulas industriais,5174923.2,2019,Manutenção e reparação de válvulas industriais,3314,3300
PJ,Preparação de subprodutos do abate,225600501.04,2019,Preparação de subprodutos do abate,1013,1091
PJ,Atividades de apoio à extração de minerais metálicos não-ferrosos,5246797.62,2019,Atividades de apoio à extração de minerais metálicos não-ferrosos,0990,0680
PJ,Clínicas e residências geriátricas,5255001.21,2019,Clínicas e residências geriátricas,8711,8691
PJ,Administração de consórcios para aquisição de bens e direitos,42676606.81,2019,Administração de consórcios para aquisição de bens e direitos,6493,6480
PJ,Criação de peixes em água salgada e salobra,1731645.11,2019,Criação de peixes em água salgada e salobra,0321,0280
PJ,Beneficiamento de café,747033285.04,2019,Beneficiamento de café,1081,1093
PJ,Fabricação de artefatos de cordoaria,18029469.68,2019,Fabricação de artefatos de cordoaria,1353,1300
PJ,Fabricação de cal e gesso,96213047.97,2019,Fabricação de cal e gesso,2392,2300
PJ,Fabricação de papel,1672425862.36,2019,Fabricação de papel,1721,1700
PJ,Atividades de apoio à aquicultura em água salgada e salobra,31048.42,2019,Atividades de apoio à aquicultura em água salgada e salobra,0321,0280
PJ,Criação de camarões em água doce,850852.49,2019,Criação de camarões em água doce,0322,0280
PJ,Cultivo de caju,874.54,2019,Cultivo de caju,0133,0191
PJ,Cultivo de melão,202660365.07,2019,Cultivo de melão,0119,0191
PJ,Pesca de crustáceos e moluscos em água salgada,1132867.19,2019,Pesca de crustáceos e moluscos em água salgada,0311,0280
PJ,"Bancos múltiplos, com carteira comercial",2452076917.25,2019,"Bancos múltiplos, com carteira comercial",6422,6480
PJ,Holdings de instituições financeiras,491298130.26,2019,Holdings de instituições financeiras,6461,6480
PJ,Agente de propriedade industrial,6923644.89,2019,Agente de propriedade industrial,6911,6980
PJ,Comércio atacadista de fios e fibras beneficiados,39406095.34,2019,Comércio atacadista de fios e fibras beneficiados,4689,4580
PJ,Comércio sob consignação de motocicletas e motonetas,979203.15,2019,Comércio sob consignação de motocicletas e motonetas,4542,4500
PJ,Pintura para sinalização em pistas rodoviárias e aeroportos,26597120.32,2019,Pintura para sinalização em pistas rodoviárias e aeroportos,4211,4180
PJ,Cursos de pilotagem,9652747.31,2019,Cursos de pilotagem,8599,8591
PJ,Educação profissional de nível tecnológico,5557748.54,2019,Educação profissional de nível tecnológico,8542,8591
PJ,Comércio atacadista de energia elétrica,955761180.63,2019,Comércio atacadista de energia elétrica,3513,3500
PJ,"Britamento de pedras, exceto associado à extração",17867597.76,2019,"Britamento de pedras, exceto associado à extração",2391,2300
PJ,Fabricação de adesivos e selantes,278250932.13,2019,Fabricação de adesivos e selantes,2091,2092
PJ,Fabricação de alimentos dietéticos e complementos alimentares,53614087.6,2019,Fabricação de alimentos dietéticos e complementos alimentares,1099,1093
PJ,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,24348382.91,2019,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,3250,3180
PJ,Fabricação de aviamentos para costura,96541311.69,2019,Fabricação de aviamentos para costura,3299,3180
PJ,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",521793432.98,2019,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",2710,2700
PJ,Fabricação de guarda-chuvas e similares,32740.63,2019,Fabricação de guarda-chuvas e similares,3299,3180
PJ,Fabricação de materiais para medicina e odontologia,387404341.83,2019,Fabricação de materiais para medicina e odontologia,3250,3180
PJ,Fabricação de pós alimentícios,221590617.94,2019,Fabricação de pós alimentícios,1099,1093
PJ,Fabricação de vinho,688608030.54,2019,Fabricação de vinho,1112,1100
PJ,Fundição de ferro e aço,641111791.73,2019,Fundição de ferro e aço,2451,2492
PJ,Moagem de trigo e fabricação de derivados,1554313239.54,2019,Moagem de trigo e fabricação de derivados,1062,1093
PJ,Produção de alumínio e suas ligas em formas primárias,2055379022.34,2019,Produção de alumínio e suas ligas em formas primárias,2441,2492
PJ,Produção de laminados de alumínio,610169435.01,2019,Produção de laminados de alumínio,2441,2492
PJ,Produção de tubos de aço com costura,609970808.39,2019,Produção de tubos de aço com costura,2431,2491
PJ,Serviço de laboratório óptico,1429814.0,2019,Serviço de laboratório óptico,3250,3180
PJ,Operadoras de televisão por assinatura por cabo,88461150.28,2019,Operadoras de televisão por assinatura por cabo,6141,6100
PJ,Provedores de voz sobre protocolo internet - VOIP,300624.24,2019,Provedores de voz sobre protocolo internet - VOIP,6190,6100
PJ,Serviços de dublagem,2129406.84,2019,Serviços de dublagem,5912,5980
PJ,Atividades de organizações associativas ligadas à cultura e à arte,5217833.46,2019,Atividades de organizações associativas ligadas à cultura e à arte,9493,9480
PJ,"Serviços móveis de atendimento a urgências, exceto por UTI móvel",4769345.35,2019,"Serviços móveis de atendimento a urgências, exceto por UTI móvel",8621,8691
PJ,Transporte dutoviário,8074190349.0,2019,Transporte dutoviário,4940,4900
PJ,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",101868872.04,2019,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",2825,2800
PJ,Atividades de apoio à pesca em água salgada,15083227.52,2019,Atividades de apoio à pesca em água salgada,0311,0280
PJ,Produção de pintos de um dia,204386933.78,2019,Produção de pintos de um dia,0155,0192
PJ,Associações de poupança e empréstimo,52074.69,2019,Associações de poupança e empréstimo,6435,6480
PJ,Sociedade seguradora de seguros não vida,26461598.81,2019,Sociedade seguradora de seguros não vida,6512,6480
PJ,Design de produto,21704162.34,2019,Design de produto,7410,7380
PJ,Transmissão de energia elétrica,25417459464.86,2019,Transmissão de energia elétrica,3512,3500
PJ,Frigorífico - abate de suínos,2011177679.63,2019,Frigorífico - abate de suínos,1012,1091
PJ,Telecomunicações por satélite,7716007.92,2019,Telecomunicações por satélite,6130,6100
PJ,Atividades do Correio Nacional,375080102.51,2019,Atividades do Correio Nacional,5310,5280
PJ,Caixas econômicas,72359013.84,2019,Caixas econômicas,6423,6480
PJ,Comércio atacadista de papel e papelão em bruto,122558094.89,2019,Comércio atacadista de papel e papelão em bruto,4686,4580
PJ,Planos de auxílio-funeral,49907807.54,2019,Planos de auxílio-funeral,6511,6480
PJ,Criação de estandes para feiras e exposições,10486490.53,2019,Criação de estandes para feiras e exposições,7319,7380
PJ,Comércio atacadista de massas alimentícias,28521232.74,2019,Comércio atacadista de massas alimentícias,4637,4580
PJ,Comércio atacadista de resinas e elastômeros,300861052.28,2019,Comércio atacadista de resinas e elastômeros,4684,4580
PJ,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",58357434.17,2019,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",1340,1300
PJ,Fabricação de abrasivos,13849472.98,2019,Fabricação de abrasivos,2399,2300
PJ,Fabricação de chá mate e outros chás prontos para consumo,486455.6,2019,Fabricação de chá mate e outros chás prontos para consumo,1122,1100
PJ,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",356792295.83,2019,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",2822,2800
PJ,Fabricação de produtos à base de café,498985349.29,2019,Fabricação de produtos à base de café,1082,1093
PJ,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",3676674.65,2019,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",3314,3300
PJ,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",10446249679.97,2019,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",5221,5280
PJ,Corretoras de contratos de mercadorias,3618647.85,2019,Corretoras de contratos de mercadorias,6612,6480
PJ,"Obras portuárias, marítimas e fluviais",42545062.49,2019,"Obras portuárias, marítimas e fluviais",4291,4180
PJ,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",100295669.09,2019,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",2852,2800
PJ,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,240804534.46,2019,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,2944,2992
PJ,Extração de saibro e beneficiamento associado,6639297.13,2019,Extração de saibro e beneficiamento associado,0810,0580
PJ,"Pelotização, sinterização e outros beneficiamentos de minério de ferro",3169576.15,2019,"Pelotização, sinterização e outros beneficiamentos de minério de ferro",0710,0791
PJ,Cultivo de seringueira,36625677.32,2019,Cultivo de seringueira,0139,0191
PJ,Serviço de manejo de animais,4690945.2,2019,Serviço de manejo de animais,0162,0192
PJ,Atividades de transporte de valores,235052658.07,2019,Atividades de transporte de valores,8012,8000
PJ,Leiloeiros independentes,1934641.07,2019,Leiloeiros independentes,8299,7880
PJ,Previdência complementar aberta,389673.18,2019,Previdência complementar aberta,6542,6480
PJ,Comércio atacadista de fumo beneficiado,452523291.77,2019,Comércio atacadista de fumo beneficiado,4636,4580
PJ,"Comércio atacadista de lustres, luminárias e abajures",163246921.65,2019,"Comércio atacadista de lustres, luminárias e abajures",4649,4580
PJ,Comércio atacadista de óleos e gorduras,89906897.3,2019,Comércio atacadista de óleos e gorduras,4637,4580
PJ,"Fabricação de automóveis, camionetas e utilitários",16789376335.44,2019,"Fabricação de automóveis, camionetas e utilitários",2910,2991
PJ,Fabricação de defensivos agrícolas,705633162.31,2019,Fabricação de defensivos agrícolas,2051,2092
PJ,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",64852247.47,2019,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",2832,2800
PJ,Fabricação de fraldas descartáveis,216237512.08,2019,Fabricação de fraldas descartáveis,1742,1700
PJ,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",289494893.64,2019,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",3250,3180
PJ,Fabricação de material elétrico para instalações em circuito de consumo,99367950.29,2019,Fabricação de material elétrico para instalações em circuito de consumo,2732,2700
PJ,Fabricação de medicamentos para uso veterinário,672905278.57,2019,Fabricação de medicamentos para uso veterinário,2122,2100
PJ,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",31564634.41,2019,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",2866,2800
PJ,Fabricação de produtos do arroz,116800827.66,2019,Fabricação de produtos do arroz,1061,1093
PJ,Fabricação de produtos farmoquímicos,146850678.48,2019,Fabricação de produtos farmoquímicos,2110,2100
PJ,Fundição de metais não-ferrosos e suas ligas,422065385.75,2019,Fundição de metais não-ferrosos e suas ligas,2452,2492
PJ,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",45593697.73,2019,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",3316,3300
