word;dict;goo;pt
vituperation;vaɪˌtuː.pəˈreɪ.ʃən;vəˌt(y)o͞opəˈrāSHən;vituperação
vituperative;vaɪˈtuː.pə.reɪ.t̬ɪv;vīˈt(y)o͞opəˌrādiv;vituperativo
viva;ˈvaɪ.və;ˈvīvə;viva(feminino)
vivacious;vɪˈveɪ.ʃəs;vəˈvāSHəs;vivaz
vivaciously;vɪˈveɪ.ʃəs.li;nan;vivazmente
vivacity;vɪˈvæs.ə.t̬i;viˈvasədē;vivacidade
vivid;ˈvɪv.ɪd;ˈvivid;vívida(feminino)
vividly;ˈvɪv.ɪd.li;ˈvividlē;vividamente
vividness;ˈvɪv.ɪd.nəs;nan;nitidez
vivify;nan;ˈvivəˌfī;vivificar
vivisect;nan;ˈvivəˌsekt;Vivisect
vivisection;ˌvɪv.ɪˈsek.ʃən;ˌvivəˈsekSH(ə)n;vivissecção
vivisectionist;ˌvɪv.ɪˈsek.ʃən.ɪst;nan;Vivisecionista
vixen;ˈvɪk.sən;ˈviksən;Vixen
vizier;vɪˈzɪr;vəˈzir;vizir
vocabulary;voʊˈkæb.jə.ler.i;vōˈkabyəˌlerē;vocabulário
vocal;ˈvoʊ.kəl;ˈvōk(ə)l;vocal
vocalise; /ˈvəʊkəlaɪz/;ˈvōkəˌlēz;vocalizar
vocalist;ˈvoʊ.kəl.ɪst;ˈvōkələst;vocalista
vocally;ˈvoʊ.kəl.i;ˈvōk(ə)lē;vocalmente
vocals;ˈvoʊ.kəl;nan;nan
vocation;voʊˈkeɪ.ʃən;vōˈkāSH(ə)n;vocação
vocational;voʊˈkeɪ.ʃən.əl;vōˈkāSH(ə)n(ə)l;vocacional
vocationally;voʊˈkeɪ.ʃən.əl.i;nan;vocacionalmente
vocative;ˈvɑː.kə.t̬ɪv;ˈväkədiv;vocativa(feminino)
vociferous;vəˈsɪf.ɚ.əs;vōˈsifərəs;vociferante
vociferously;vəˈsɪf.ɚ.əs.li;vəˈsif(ə)rəslē;vociferly
vodka;ˈvɑːd.kə;ˈvädkə;vodka
vogue;voʊɡ;vōɡ;voga
voice; /vɔɪs/;vois;voz
voice;vɔɪs;vois;voz
voiced;vɔɪst;voist;voz
voiceless;ˈvɔɪs.ləs;ˈvoisləs;sem voz
voices;vɔɪs;nan;nan
void;vɔɪd;void;vazia(feminino)
void; /vɔɪd/;void;vazia(feminino)
voidable;ˈvɔɪdəbl;nan;vazia(feminino)
voided;vɔɪd;ˈvoidid;anulada(feminino)
voiding;vɔɪd;nan;nan
voile;vɔɪl;voil;Voile
voip;vɔɪp;nan;nan
volatile;ˈvɑː.lə.t̬əl;ˈvälədl;volátil
volatility;ˌvɑː.ləˈtɪl.ə.t̬i;ˌväləˈtilədē;volatilidade
volcanic;vɑːlˈkæn.ɪk;välˈkanik;vulcânica(feminino)
volcanism;nan;ˈvälkənizəm;vulcanismo
volcano;vɑːlˈkeɪ.noʊ;välˈkānō;vulcão
vole;voʊl;vōl;ratazana
volition;vəˈlɪʃ.ən;vōˈliSH(ə)n;vontade
volley;ˈvɑː.li;ˈvälē;Volley
volleyball;ˈvɑː.li.bɑːl;ˈvälēˌbôl;vôlei
volleyed;ˈvɒl.i;ˈvälē;voleio
volleying;ˈvɒl.i;nan;nan
volt;voʊlt;vōlt;volt
voltage;ˈvoʊl.t̬ɪdʒ;ˈvōltij;Voltagem
voltmeter;ˈvoʊltˌmiː.t̬ɚ;ˈvōltˌmēdər;voltímetro
volubility;nan;ˌvälyəˈbilədē;volubilidade
voluble;ˈvɑːl.jə.bəl;ˈvälyəbəl;volúvel
volubly;ˈvɑːl.jə.bli;nan;volugudamente
volume;ˈvɑːl.juːm;ˈvälyəm;volume
volumes;ˈvɑːl.juːm;nan;nan
volumetric;ˌvɑːl.jəˈmet.rɪk;ˌvälyəˈmetrik;volumétrica(feminino)
voluminous;vəˈluː.mə.nəs;vəˈl(y)o͞omənəs;volumoso
voluntarily;ˈvɑː.lən.ter.əl.i;ˌvälənˈterəlē;voluntariamente
voluntary;ˈvɑː.lən.ter.i;ˈvälənˌterē;voluntária(feminino)
volunteer;ˌvɑː.lənˈtɪr;ˌvälənˈtir;voluntária(feminino)
volunteered;ˌvɒl.ənˈtɪər;nan;voluntariou-se
volunteering;ˌvɒl.ənˈtɪər;nan;nan
volunteers;ˌvɑː.lənˈtɪr;nan;nan
voluptuous;vəˈlʌp.tʃu.əs;vəˈləp(t)SH(o͞o)əs;voluptuosa(feminino)
voluptuously;vəˈlʌp.tʃu.əs.li;nan;voluptuosamente
voluptuousness;vəˈlʌp.tʃu.əs.nəs;nan;voluptuosidade
volute;nan;vəˈl(y)o͞ot;voluta
vomit;ˈvɑː.mɪt;ˈvämət;vomitar
vomited;ˈvɒm.ɪt;nan;vomitada(feminino)
vomiting;ˈvɑː.mɪ.t̬ɪŋ;nan;vomitando
voodoo;ˈvuː.duː;ˈvo͞oˌdo͞o;vodu
voracious;vəˈreɪ.ʃəs;vəˈrāSHəs;voraz
voraciously;vəˈreɪ.ʃəs.li;nan;vorazmente
voracity; /vəˈræsəti/;nan;nan
vortex;ˈvɔːr.teks;ˈvôrˌteks;vórtice
vortexes;nan;ˈvôrˌteks;vórtices
vorticity;nan;vôrˈtisədē;Vorticidade
vote;voʊt;vōt;voto
voted;vəʊt;nan;votada(feminino)
voter;ˈvoʊ.t̬ɚ;ˈvōdər;eleitora(feminino)
voters;ˈvoʊ.t̬ɚ;nan;nan
votes;voʊt;nan;nan
voting;ˈvoʊ.t̬ɪŋ;nan;votação
votive;ˈvoʊ.t̬ɪv;ˈvōdiv;votiva(feminino)
vouch;vaʊtʃ;vouCH;Vestir
vouched;vaʊtʃ;nan;nan
voucher;ˈvaʊ.tʃɚ;ˈvouCHər;comprovante
vouchsafe;ˌvaʊtʃˈseɪf;vouCHˈsāf;VouchSafe
vouchsafed;ˌvaʊtʃˈseɪf;nan;nan
vouchsafing;ˌvaʊtʃˈseɪf;nan;nan
vow;vaʊ;vou;juramento
vowed;vaʊ;nan;nan
vowel;vaʊəl;ˈvou(ə)l;vogal
vowing;vaʊ;nan;nan
voyage;ˈvɔɪ.ɪdʒ;ˈvoiij;viagem
voyaged;ˈvɔɪ.ɪdʒ;nan;nan
voyager;ˈvɔɪ.ɪ.dʒɚ;nan;viajante
voyaging;ˈvɔɪ.ɪdʒ;nan;nan
voyeur;vwɑːˈjɝː;voiˈyər;Voyeur
voyeurism;ˈvwɑː.jɝː.ɪ.zəm;vwäˈərizəm;Voyeurismo
voyeuristic;ˌvwɑː.jəˈrɪs.tɪk;vwäyəˈristik;Voyeuristic
vp;ˌviːˈpiː;nan;nan
vpn;ˌviː.piːˈen;nan;nan
vulgar;ˈvʌl.ɡɚ;ˈvəlɡər;vulgar
vulgarity;vʌlˈɡer.ə.t̬i;vəlˈɡerədē;vulgaridade
vulgarly;ˈvʌl.ɡɚ.li;nan;vulgarmente
vulnerability;ˌvʌl.nɚ.əˈbɪl.ə.t̬i;nan;vulnerabilidade
vulnerable;ˈvʌl.nɚ.ə.bəl;ˈvəln(ə)rəb(ə)l;vulnerável
vulpine;ˈvʌl.paɪn;ˈvəlˌpīn;vulpina(feminino)
vulture;ˈvʌl.tʃɚ;ˈvəlCHər;abutre
vulva;ˈvʌl.və;ˈvəlvə;vulva
vying;ˈvaɪ.ɪŋ;ˈvīiNG;disputando
w;ˈdʌb·əl·ju;nan;nan
wacky;ˈwæk.i;ˈwakē;maluca(feminino)
wad; /wɑːd/;wäd;WAD
wad;wɑːd;wäd;WAD
wadding;ˈwɑː.dɪŋ;ˈwädiNG;Wadding
waddle;ˈwɑː.dəl;ˈwädl;Waddle
waddled;ˈwɒd.əl;nan;perseguida(feminino)
waddling;ˈwɒd.əl;nan;nan
wade;weɪd;wād;Wade
waded;weɪd;nan;percorrida(feminino)
wader;ˈweɪ.dɚ;ˈwādər;Wader
wadi;ˈwɑː.di;ˈwädē;Wadi
wading;weɪd;nan;nan
wafer;ˈweɪ.fɚ;ˈwāfər;wafer
waffle;ˈwɑː.fəl;ˈwäfəl;waffle
waffled;ˈwɒf.əl;ˈwäfəl;waffled
waft;wɑːft;wäft;waft
wafted;wɒft;nan;Wafted
wafting;wɒft;nan;nan
wag;wæɡ;waɡ;abanar
wage;weɪdʒ;wāj;remuneração
waged;weɪdʒd;nan;travada(feminino)
wager;ˈweɪ.dʒɚ;ˈwājər;aposta
wagered;ˈweɪ.dʒər;nan;apostada(feminino)
wages;ˈweɪ·dʒəz;nan;remunerações
waggery;nan;ˈwaɡərē;bobagem
waggish;ˈwæɡ.ɪʃ;ˈwaɡiSH;desanimada(feminino)
waggle;ˈwæɡ.əl;ˈwaɡəl;Waggle
waggled;ˈwæɡ.əl;nan;nan
waggling;ˈwæɡ.əl;nan;nan
waggly;nan;ˈwaɡ(ə)lē;WAGGOLY
waging;weɪdʒ;nan;travando
wagon;ˈwæɡ.ən;ˈwaɡən;vagão
wagtail; /ˈwæɡteɪl/;ˈwaɡˌtāl;Wagtail
waif;weɪf;wāf;Waif
wail;weɪl;wāl;lamento
wailed;weɪl;nan;nan
wailing;weɪl;nan;nan
wainscot;ˈweɪn.skət;ˈwānˌskōt;Wainscot
wainscoting;ˈweɪn.skɑː.t̬ɪŋ;ˈwānskōdiNG;lambris
waist;weɪst;wāst;cintura
waistband;ˈweɪst.bænd;ˈwās(t)ˌband;cós
waistcoat;ˈwes.kət;nan;colete
waistline;ˈweɪst.laɪn;ˈwās(t)ˌlīn;cintura
wait;weɪt;wāt;esperar
waited;weɪt;nan;nan
waiter;ˈweɪ.t̬ɚ;ˈwādər;garçonete(feminino)
waiting;weɪt;ˈwādiNG;espera
waitress;ˈweɪ.trəs;ˈwātris;garçonete
waive;weɪv;wāv;renunciar
waived;weɪv;nan;nan
waiver;ˈweɪ.vɚ;ˈwāvər;renúncia
waiving;weɪv;nan;nan
wake;weɪk;wāk;acordar
wakeful;ˈweɪk.fəl;ˈwākfəl;vigilante
wakefulness;ˈweɪk.fəl.nəs;nan;vigília
waken;ˈweɪ.kən;ˈwākən;despertar
wakened;ˈweɪ.kən;nan;nan
wakening;ˈweɪ.kən;nan;nan
waking;ˈweɪ.kɪŋ;ˈwākiNG;acordando
wales;weɪlz;nan;nan
walk;wɑːk;wôk;andar
walkable;ˈwɑː.kə.bəl;ˈwôkəb(ə)l;Percorrivel
walkabout;ˈwɑː.kə.baʊt;nan;jornada
walked;wɔːk;nan;caminhou
walker;ˈwɑː.kɚ;ˈwôkər;andador
walking;ˈwɑː.kɪŋ;nan;andando
walkout;ˈwɑːk.aʊt;ˈwôkˌout;ir embora
walkover;ˈwɑːkˌoʊ.vɚ;ˈwôkˌōvər;vitória fácil
walks;wɑːk;nan;nan
walkway;ˈwɑː.kweɪ;ˈwôkˌwā;passageira(feminino)
wall;wɑːl;wôl;muro
wallaby;ˈwɑː.lə.bi;ˈwäləbē;Wallaby
wallchart;ˈwɑːl.tʃɑːrt;nan;quadro de parede
walled;wɑːld;wôld;murado
wallet;ˈwɑː.lɪt;ˈwälət;carteira
wallflower;ˈwɑːlˌflaʊ.ɚ;ˈwôlˌflou(ə)r;Wallflower
wallop;ˈwɑː.ləp;ˈwäləp;Wallop
wallow;ˈwɑː.loʊ;ˈwälō;chafurdar
wallowed;ˈwɒl.əʊ;nan;afundada(feminino)
wallowing;ˈwɒl.əʊ;nan;nan
wallpaper;ˈwɑːlˌpeɪ.pɚ;ˈwôlˌpāpər;papel de parede
wallpapering;ˈwɔːlˌpeɪ.pər;nan;papel de parede
wallpapers;ˈwɑːlˌpeɪ.pɚ;nan;nan
walls;wɑːl;nan;nan
walnut;ˈwɑːl.nʌt;ˈwôlˌnət;noz
walrus;ˈwɑːl.rəs;ˈwôlrəs;morsa
waltz;wɑːls;wôlts;valsa
waltzed;wɒls;wôlts;louca(feminino)
waltzing;wɒls;nan;nan
wan;wɑːn;wän;Wan
wand;wɑːnd;wänd;varinha
wander;ˈwɑːn.dɚ;ˈwändər;perambular
wandered;ˈwɒn.dər;nan;vagou
wanderer;ˈwɑːn.dɚ.ɚ;ˈwändərər;Wanderer
wandering;ˈwɒn.dər;nan;nan
wanderings;ˈwɑːn.dɚ.ɪŋz;nan;andando
wanderlust;ˈwɑːn.dɚ.lʌst;ˈwändərˌləst;desejo de viajar
wane;weɪn;wān;Wane
waned;weɪn;nan;diminuiu
wang;wæŋ;nan;nan
waning;weɪn;nan;nan
wanly;ˈwɑːn.li;nan;Wanly
wanna;ˈwɑː.nə;ˈwônə;quer
want;wɑːnt;wänt;querer
wanted;ˈwɑːn.t̬ɪd;nan;desejada(feminino)
wanting;ˈwɑːn.t̬ɪŋ;ˈwän(t)iNG;querendo
wanton;ˈwɑːn.tən;ˈwänt(ə)n;devassa
wantonly;ˈwɑːn.tən.li;ˈwänt(ə)nlē;devagar
wantonness;ˈwɑːn.tən.nəs;nan;devassa
wants;wɒnts;nan;quer
wapiti;ˈwɑː.pə.t̬i;ˈwäpədē;Wapiti
war;wɔːr;wôr;guerra
war; /wɔːr/;wôr;guerra
warble;ˈwɔːr.bəl;ˈwôrbəl;Warble
warbled;ˈwɔː.bəl;ˈwôrbəl;Wardled
warbler;ˈwɔːr.blɚ;ˈwôrb(ə)lər;touther
warbling;ˈwɔː.bəl;nan;nan
ward;wɔːrd;wôrd;enfermaria
warden;ˈwɔːr.dən;ˈwôrdn;guardião
warder;ˈwɔːr.dɚ;nan;Warder
wardrobe;ˈwɔːr.droʊb;ˈwôrˌdrōb;guarda roupa
wardship; /ˈwɔːrdʃɪp/;nan;nan
ware;wer;wer;porcelana
warehouse;ˈwer.haʊs;nan;armazém
warehouseman;ˈweəhaʊsmən;ˈwerhousmən;Warehouseman
warehousing;ˈwer.haʊ.zɪŋ;ˈwerˌhouziNG;armazenagem
wares;werz;nan;mercadorias
warfare;ˈwɔːr.fer;ˈwôrˌfer;guerra
warhead;ˈwɔːr.hed;ˈwôrˌhed;ogiva
warhorse;ˈwɔːr.hɔːrs;ˈwôrˌhôrs;cavalo de Guerra
warily;ˈwer.əl.i;ˈwerəlē;cautelosamente
wariness;ˈwer.i.nəs;ˈwerēnəs;cautela
warlike;ˈwɔːr.laɪk;ˈwôrˌlīk;belável
warlock;ˈwɔːr.lɑːk;ˈwôrˌläk;bruxa(feminino)
warlord;ˈwɔːr.lɔːrd;ˈwôrˌlôrd;senhor da guerra
warm;wɔːrm;wôrm;calorosa(feminino)
warmed;wɔːm;nan;aquecida(feminino)
warmhearted;nan;ˌwôrmˈhärdəd;calorosa(feminino)
warming;ˈwɔːr.mɪŋ;nan;aquecimento
warmly;ˈwɔːrm.li;ˈwôrmlē;calorosamente
warmonger;ˈwɔːrˌmʌŋ.ɡɚ;ˈwôrˌməNGɡər;Warmonger
warmth;wɔːmθ;wôrmTH;cordialidade
warmup;ˈwɔrmˌʌp;nan;aquecimento
warn;wɔːrn;wôrn;avisar
warned;wɔːn;nan;avisou
warning;ˈwɔːr.nɪŋ;ˈwôrniNG;aviso
warningly;nan;ˈwôrniNGlē;aviso
warnings;ˈwɔːr.nɪŋ;nan;nan
warp;wɔːrp;wôrp;urdidura
warpaint;ˈwɔːr.peɪnt;ˈwôrˌpānt;pintura de guerra
warpath;ˈwɔːr.pæθ;ˈwôrˌpaTH;Caminho da guerra
warped;wɔːrpt;wôrpt;distorcida(feminino)
warping;wɔːp;nan;deformação
warrant;ˈwɔːr.ənt;ˈwôrənt;mandado
warranted;ˈwɔːr.ən.t̬ɪd;nan;garantida(feminino)
warranties;ˈwɔːr.ən.t̬i;nan;nan
warranting;ˈwɒr.ənt;nan;garantia
warranty;ˈwɔːr.ən.t̬i;ˈwôrən(t)ē;garantia
warren;ˈwɔːr.ən;ˈwôrən;Warren
warring;ˈwɔːr.ɪŋ;ˈwôriNG;em guerra
warrior;ˈwɔːr.i.ɚ;ˈwôrēər;guerreira(feminino)
warriors;ˈwɔːr.i.ɚ;nan;nan
wars;wɔːr;nan;nan
warship;ˈwɔːr.ʃɪp;ˈwôrˌSHip;navio de guerra
wart;wɔːrt;wôrt;verruga
warthog;ˈwɔːrt.hɑːɡ;ˈwôrtˌhäɡ;javali
wartime;ˈwɔːr.taɪm;ˈwôrˌtīm;Tempo de guerra
warty;ˈwɔːr.ti̬;nan;verruga
wary;ˈwer.i;ˈwerē;cautelosa(feminino)
was;wɑːz;wəz;foi
wash;wɑːʃ;wäSH;lavagem
wash; /wɑːʃ/;wäSH;lavagem
washable;ˈwɑː.ʃə.bəl;ˈwäSHəb(ə)l;lavável
washbasin;ˈwɑːʃˌbeɪ.sən;nan;lavatório
washboard;ˈwɑːʃˌbɔːrd;ˈwäSHˌbô(ə)rd;tábua de lavar
washday; /ˈwɑːʃdeɪ/;ˈwäSHˌdā;Dia de lavagem
washed;wɒʃ;nan;lavada(feminino)
washer;ˈwɑː.ʃɚ;ˈwäSHər;máquina de lavar
washerwoman; /ˈwɑːʃərwʊmən/;ˈwäSHərˌwo͝omən;lavadeira
washing;ˈwɑː.ʃɪŋ;ˈwäSHiNG;lavando
washington;ˈwɑː.ʃɪŋ.tən;nan;nan
washout;ˈwɑː.ʃaʊt;ˈwäSHˌout;lavagem
washstand;ˈwɑːʃ.stænd;ˈwäSHˌstand;lavatório
wasp;wɑːsp;wäsp;vespa
waspish;ˈwɑː.spɪʃ;ˈwäspiSH;vespa
waspishly; /ˈwɑːspɪʃli/;nan;nan
wast;wʌst;wəst;desperdício
wastage;ˈweɪ.stɪdʒ;ˈwāstij;desperdício
waste;weɪst;wāst;desperdício
waste; /weɪst/;wāst;desperdício
wasted;ˈweɪs.tɪd;ˈwāstəd;desperdiçada(feminino)
wasteful;ˈweɪst.fəl;ˈwās(t)fəl;desperdício
wastefully;ˈweɪst.fəl.i;nan;desperdício
wastefulness; /ˈweɪstflnəs/;nan;nan
wasteland;ˈweɪst.lænd;ˈwās(t)land;Wasteland
waster;ˈweɪ.stɚ;ˈwāstər;desperdício
wasting;weɪst;nan;nan
wastrel;ˈweɪ.strəl;ˈwāstrəl;wastrel
watch;wɑːtʃ;wäCH;ver
watchable;ˈwɑː.tʃə.bəl;ˈwäCHəb(ə)l;assistível
watchdog;ˈwɑːtʃ.dɑːɡ;ˈwäCHˌdôɡ;Watchddog
watched;wɒtʃ;nan;assistida(feminino)
watcher;ˈwɑː.tʃɚ;ˈwäCHər;observadora(feminino)
watches;wɑːtʃ;nan;nan
watchful;ˈwɑːtʃ.fəl;ˈwäCHfəl;vigilante
watchfully;ˈwɑːtʃ.fəl.i;nan;Assistente
watchfulness;ˈwɑːtʃ.fəl.nəs;nan;vigilância
watching;wɒtʃ;nan;nan
watchmaker;ˈwɑːtʃ.meɪ.kɚ;ˈwäCHˌmākər;relojoeira(feminino)
watchman;ˈwɑːtʃ.mən;ˈwäCHmən;vigia
watchtower;ˈwɑːtʃˌtaʊ.ɚ;ˈwäCHˌtou(ə)r;torre de vigia
watchword;ˈwɑːtʃ.wɝːd;ˈwäCHˌwərd;lema
water;ˈwɑː.t̬ɚ;ˈwôdər;agua
waterbed;ˈwɑː.t ̬ɚˌbed;ˈwôdərˌbed;cano d'água
watercolour;ˈwɔː.təˌkʌl.ər;ˈwôdərˌkələr;Aquarela
watercourse;ˈwɑː.t̬ɚ.kɔːrs;ˈwôdərˌkôrs;Curso -água
watercress;ˈwɑː.t̬ɚ.kres;ˈwôdərˌkres;agrião
watered;ˈwɔː.tər;nan;regada(feminino)
waterfall;ˈwɑː.t̬ɚ.fɑːl;ˈwôdərˌfôl;cascata
waterfowl; /ˈwɔːtərfaʊl/;ˈwôdərˌfoul;aves aquáticas
waterfront; /ˈwɔːtərfrʌnt/;ˈwôdərˌfrənt;Aferro
waterhole; /ˈwɔːtərhəʊl/;ˈwôdərˌhōl;poço de água
watering;ˈwɔː.tər;nan;nan
waterless; /ˈwɔːtərləs/;nan;nan
waterline;ˈwɑː.t̬ɚ.laɪn;ˈwôdərˌlīn;linha de água
waterlogged;ˈwɑː.t̬ɚ.lɑːɡd;ˈwôdərˌlôɡd;alagada(feminino)
waterloo; /ˌwɔːtərˈluː/;nan;nan
waterman;ˈwɑː.t̬ɚ.mən;ˈwôdərmən;Waterman
watermark;ˈwɑː.t̬ɚ.mɑːrk;ˈwôdərˌmärk;marca d'água
watermelon;ˈwɑː.t̬ɚˌmel.ən;ˈwôdərˌmelən;melancia
watermill;ˈwɑː.t̬ɚ.mɪl;nan;Moinho de água
waterproof;ˈwɑː.t̬ɚ.pruːf;ˈwôdərˌpro͞of;à prova d'água
waterproofed;ˈwɔː.tə.pruːf;nan;impermeabilizado
waterproofing;ˈwɔː.tə.pruːf;nan;nan
waters;ˈwɑː.t̬ɚ;nan;nan
watershed;ˈwɑː.t̬ɚ.ʃed;ˈwôdərˌSHed;bacia hidrográfica
waterskiing;ˈwɑː.t̬ɚˌskiː.ɪŋ;nan;esqui aquático
watertight;ˈwɑː.t̬ɚ.taɪt;ˈwôdərˌtīt;à prova d'água
waterway;ˈwɑː.t̬ɚ.weɪ;ˈwôdərˌwā;hidrovia
waterwheel;ˈwɑː.t̬ɚ.wiːl;ˈwôdərˌ(h)wēl;roda d'água
waterworks;ˈwɑː.t̬ɚ.wɝːks;ˈwôdərˌwərks;trabalhos hidráulicos
watery;ˈwɑː.t̬ɚ.i;ˈwôdərē;aquosa(feminino)
watt;wɑːt;wät;watt
wattage;ˈwɑː.t̬ɪdʒ;ˈwädij;Wattage
wattle;ˈwɑː.t̬əl;ˈwädl;acácia
watts;wɑːt;nan;nan
wave; /weɪv/;wāv;aceno
wave;weɪv;wāv;aceno
waveband;ˈweɪv.bænd;ˈwāvˌband;banda de onda
waved;weɪv;nan;nan
waveform;ˈweɪv.fɔːrm;ˈwāvfôrm;forma de onda
wavefront;nan;ˈwāvfrənt;Wavefront
waveguide;nan;ˈwāvɡīd;Guia de ondas
wavelength;ˈweɪv.leŋθ;ˈwāvˌleNG(k)TH;Comprimento de onda
wavelet; /ˈweɪvlət/;ˈwāvlit;wavelet
waver;ˈweɪ.vɚ;ˈwāvər;Waver
wavered;ˈweɪ.vər;nan;vacilada(feminino)
wavering;ˈweɪ.vɚ.ɪŋ;ˈwāvəriNG;Wavering
waves;pɝːm;nan;nan
waving;weɪv;nan;nan
wavy;ˈweɪ.vi;ˈwāvē;ondulada(feminino)
wax;wæks;waks;cera
waxed;wækst;nan;encerado
waxen;ˈwæk.sən;ˈwaksən;cera
waxing;ˈwæk.sɪŋ;ˈwaksiNG;depilação
waxwork;ˈwæks.wɝːk;ˈwaksˌwərk;trabalho de cera
waxy;ˈwæk.si;ˈwaksē;cerosa(feminino)
way;weɪ;wā;caminho
wayout;nan;ˈˌwā ˈout;saída
ways;-weɪz;nan;nan
wayside;ˈweɪ.saɪd;ˈwāˌsīd;Wayside
wayward;ˈweɪ.wɚd;ˈwāwərd;rebelde
waywardness;ˈweɪ.wɚd.nəs;nan;rebelde
wc;ˌdʌb.əl.juːˈsiː;nan;nan
we;wiː;wē;nós
weak;wiːk;wēk;fraca(feminino)
weaken;ˈwiː.kən;ˈwēkən;enfraquecer
weakened;ˈwiː.kən;nan;nan
weakening;ˈwiː.kən;nan;nan
weakling;ˈwiː.klɪŋ;ˈwēkliNG;fraca(feminino)
weakly;ˈwiːk.li;ˈwēklē;fracamente
weakness;ˈwiːk.nəs;ˈwēknəs;fraqueza
weal;wiːl;wēl;Weal
wealth;welθ;welTH;fortuna
wealthy;ˈwel.θi;ˈwelTHē;próspera(feminino)
wean;weɪn;wēn;desmame
weaned;wiːn;nan;desmamada(feminino)
weaning;ˈwiː.nɪŋ;nan;desmame
weanling;nan;ˈwēnliNG;desmame
weapon;ˈwep.ən;ˈwepən;arma
weaponry;ˈwep.ən.ri;ˈwepənrē;Armas
weapons;ˈwep.ən;nan;nan
wear;wer;wer;vestem
wearable;ˈwer.ə.bəl;ˈwerəb(ə)l;vestível
wearer;ˈwer.ɚ;ˈwerər;usuária(feminino)
wearied;ˈwɪə.ri;nan;cansada(feminino)
wearily;ˈwɪr.əl.i;ˈwirəlē;cansada(feminino)
weariness;ˈwɪr.i.nəs;ˈwirēnəs;cansaço
wearing;ˈwer.ɪŋ;ˈweriNG;vestindo
wearisome;ˈwɪr.i.səm;ˈwirēsəm;cansativa(feminino)
weary;ˈwɪr.i;ˈwirē;cansada(feminino)
wearying;ˈwɪr.i.ɪŋ;ˈwirēiNG;cansativa(feminino)
weasel;ˈwiː.zəl;ˈwēzəl;doninha
weaselling;nan;ˈwēzəl;telha
weather;ˈweð.ɚ;ˈweT͟Hər;tempo
weathercock;ˈweð.ɚ.kɑːk;ˈweT͟Hərˌkäk;Weathercock
weathered;ˈweð.ɚd;ˈweT͟Hərd;desgastada(feminino)
weathering;ˈweð.ɚ.ɪŋ;ˈweT͟H(ə)riNG;intemperismo
weatherman;ˈweð.ɚ.mæn;ˈweT͟Hərˌman;meteorologista
weatherproof;ˈweð.ɚ.pruːf;ˈweT͟Hərˌpro͞of;à prova de intempéries
weathervane;ˈweð.ɚ.veɪn;ˈweT͟Hərˌvān;Weathervane
weatherworn;nan;ˈweT͟Hərˌwôrn;desgastado pelo tempo
weave; /wiːv/;wēv;tecer
weave;wiːv;wēv;tecer
weaver;ˈwiː.vɚ;ˈwēvər;tecelã(feminino)
weaving;ˈwiː.vɪŋ;ˈwēviNG;tecelagem
web;web;web;rede
webbed;webd;webd;webbed
webbing;ˈweb.ɪŋ;ˈwebiNG;Membrana
webcam;ˈweb.kæm;ˈwebˌkam;Webcam
webcams;ˈweb.kæm;nan;nan
webcast;ˈweb.kæst;ˈwebˌkast;webcast
weblog;ˈweb.lɑːɡ;ˈwebˌlôɡ;blog
weblogs;ˈweb.lɑːɡ;nan;nan
webmaster;ˈwebmɑːstər;ˈwebˌmastər;Webmaster
webmasters;ˈwebmɑːstər;nan;nan
webpage;ˈweb ˌpeɪdʒ;nan;nan
website;ˈweb.saɪt;ˈwebsīt;local na rede Internet
websites;ˈweb.saɪt;nan;nan
webster;ˈweb.stɚ ˌruː.lɪŋ;nan;nan
wed;wed;wed;qua
wedded;ˈwed.ɪd;ˈweded;casado
wedding;ˈwed.ɪŋ;ˈwediNG;Casamento
weddings;ˈwed.ɪŋ;nan;nan
wedge;wedʒ;wej;cunha
wedged;wedʒ;nan;nan
wedging;wedʒ;nan;nan
wedlock;ˈwed.lɑːk;ˈwedˌläk;casamento
wednesday;ˈwenz.deɪ;nan;nan
wee;wiː;nan;wee
weed;wiːd;wēd;erva daninha
weeded;wiːd;nan;nan
weeding;ˈwiː.dɪŋ;nan;ervas daninhas
weedkiller;ˈwiːdˌkɪl.ɚ;nan;herbicida
weedy;ˈwiː.di;ˈwēdē;Weedy
week;wiːk;wēk;semana
weekday;ˈwiːk.deɪ;ˈwēkˌdā;Dia da semana
weekend;ˈwiːk.end;ˈwēkˌend;fim de semana
weekends;ˈwiːk.end;nan;nan
weekly;ˈwiː.kli;ˈwēklē;semanalmente
weeks;wiːk;nan;nan
ween;nan;wēn;Ween
weeny;ˈwiː.ni;ˈwēnē;Weeny
weep;wiːp;wēp;lamentar
weep; /wiːp/;wēp;lamentar
weeper;nan;ˈwēpər;Weeper
weeping;ˈwiː.pɪŋ;ˈwēpiNG;chorando
weepy;ˈwiː.pi;ˈwēpē;choro
weevil;ˈwiː.vəl;ˈwēvəl;gorgulho
weigh;weɪ;wā;pesar
weighbridge;ˈweɪ.brɪdʒ;nan;pesagem
weighed;weɪ;nan;nan
weighing;weɪ;nan;nan
weight;weɪt;wāt;peso
weighted;ˈweɪ.t̬ɪd;nan;pesada(feminino)
weightily; /ˈweɪtɪli/;nan;nan
weighting;ˈweɪ.t̬ɪŋ;ˈwādiNG;ponderação
weightless;ˈweɪt.ləs;ˈwātləs;sem peso
