data_base,uf,tcb,sr,cliente,ocupacao,cnae_secao,cnae_subclasse,porte,modalidade,origem,indexador,numero_de_operacoes,a_vencer_ate_90_dias,a_vencer_de_91_ate_360_dias,a_vencer_de_361_ate_1080_dias,a_vencer_de_1081_ate_1800_dias,a_vencer_de_1801_ate_5400_dias,a_vencer_acima_de_5400_dias,vencido_acima_de_15_dias,carteira_ativa,carteira_inadimplida_arrastada,ativo_problematico
2023-01-31,RN,Bancário,S2,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de cosméticos e produtos de perfumaria,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,8093.25,24279.92,17783.94,0.0,0.0,0.0,0.0,50157.11,0.0,0.0
2023-01-31,SP,Cooperativas,S4,PJ,-,PJ - Educação,PJ - Ensino médio,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,43973.1,75971.7,69338.53,42332.94,0.0,0.0,0.0,231616.27,0.0,0.0
2023-01-31,GO,Bancário,S1,PJ,-,PJ - Alojamento e alimentação,PJ - Hotéis,PJ - Micro                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,449.63,0.0,0.0,0.0,0.0,0.0,0.0,449.63,0.0,0.0
2023-01-31,TO,Cooperativas,S4,PJ,-,PJ - Alojamento e alimentação,"PJ - Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,1461.16,4135.09,8270.38,0.0,0.0,0.0,0.0,13866.63,0.0,0.0
2023-01-31,PA,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de artigos esportivos,PJ - Micro                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,1877.1,1877.07,0.0,0.0,0.0,0.0,0.0,3754.17,0.0,0.0
2023-01-31,SE,Cooperativas,S5,PJ,-,PJ - Educação,PJ - Treinamento em desenvolvimento profissional e gerencial,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,3275.69,8773.41,20655.15,3626.05,0.0,0.0,0.0,36330.3,0.0,13810.8
2023-01-31,SC,Não bancário,S4,PF,PF - Empregado de empresa privada,-,-,PF - Mais de 1 a 2 salários mínimos          ,PF - Veículos,Sem destinação específica,Prefixado,568,573414.87,1382273.1,1627496.42,215406.86,474.35,0.0,152915.9,3951981.5,340159.95,437287.58
2023-01-31,SC,Cooperativas,S5,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Agências de publicidade,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Pós-fixado,<= 15,0.0,12834.71,0.0,0.0,0.0,0.0,0.0,12834.71,0.0,0.0
2023-01-31,PB,Bancário,S2,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de sorvetes e outros gelados comestíveis,PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,14843.0,40694.79,51971.77,9458.81,0.0,0.0,0.0,116968.37,0.0,0.0
2023-01-31,PE,Bancário,S1,PF,PF - Servidor ou empregado público,-,-,PF - Sem rendimento                          ,PF - Cartão de crédito,Sem destinação específica,Prefixado,558,567173.81,250114.51,3235.81,0.0,0.0,0.0,1425303.12,2245827.25,1342833.67,1353829.06
2023-01-31,SC,Bancário,S1,PJ,-,PJ - Saúde humana e serviços sociais,PJ - Atividades de fisioterapia,PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,26254.67,0.0,0.0,0.0,0.0,0.0,0.0,26254.67,0.0,0.0
2023-01-31,GO,Bancário,S4,PF,PF - MEI,-,-,PF - Mais de 10 a 20 salários mínimos        ,PF - Outros créditos,Sem destinação específica,Índices de preços,<= 15,4811.29,13609.42,30908.93,23495.03,31304.99,0.0,0.0,104129.66,0.0,0.0
2023-01-31,GO,Bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de ferragens e ferramentas,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,0.0,130934.46,0.0,0.0,0.0,0.0,0.0,130934.46,0.0,0.0
2023-01-31,ES,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",PJ - Pequeno                                 ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,249,595423.18,3014.26,0.0,0.0,0.0,0.0,0.0,598437.44,0.0,0.0
2023-01-31,PB,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Serviços de lavagem, lubrificação e polimento de veículos automotores",PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,4687.66,9219.65,14948.01,9342.44,0.0,0.0,2990.96,41188.72,4405.48,10174.52
2023-01-31,SC,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Serviços de manutenção e reparação mecânica de veículos automotores,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,348,2332364.34,306976.54,16840.92,5712.66,5772.7,0.0,279425.98,2947093.14,135415.22,257959.25
2023-01-31,ES,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,10495.33,32149.35,35477.12,0.0,0.0,0.0,0.0,78121.8,0.0,0.0
2023-01-31,SP,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de carnes - açougues,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,60,154049.4,515921.55,1039272.96,223263.61,0.0,0.0,13056.12,1945563.64,37962.77,49747.04
2023-01-31,GO,Bancário,S1,PF,PF - Empregado de empresa privada,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Habitacional,Com destinação específica,Pós-fixado,26046,57917943.88,158797570.2,382308843.52,328699339.1,1076031817.19,552356094.06,5377077.35,2561488685.3,59932783.12,232511584.81
2023-01-31,MG,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Agências de viagens,PJ - Micro                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,11582.01,0.0,0.0,0.0,0.0,0.0,26135.96,37717.97,23951.2,26135.96
2023-01-31,ES,Bancário,S4,PJ,-,"PJ - Transporte, armazenagem e correio",PJ - Organização logística do transporte de carga,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Flutuantes,<= 15,1221590.04,814783.24,0.0,0.0,0.0,0.0,0.0,2036373.28,0.0,0.0
2023-01-31,RN,Não bancário,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,164,71295.18,7028.58,0.0,0.0,0.0,0.0,0.0,78323.76,0.0,0.0
2023-01-31,AL,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de artigos de papelaria,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,27,16124.81,7818.41,0.0,0.0,0.0,0.0,20041.21,43984.43,18784.31,19249.14
2023-01-31,RS,Cooperativas,S4,PJ,-,PJ - Informação e comunicação,PJ - Outras atividades de telecomunicações não especificadas anteriormente,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,53,112001.97,59482.06,29783.19,0.0,0.0,0.0,24152.35,225419.57,21349.85,35777.27
2023-01-31,MG,Bancário,S4,PJ,-,PJ - Indústrias de transformação,PJ - Produção de tubos de aço com costura,PJ - Médio                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Flutuantes,<= 15,86359.77,451960.38,868627.15,138888.82,0.0,0.0,0.0,1545836.12,0.0,0.0
2023-01-31,SP,Cooperativas,S4,PJ,-,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura","PJ - Horticultura, exceto morango",PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,62875.13,181419.98,225787.66,0.0,0.0,0.0,0.0,470082.77,0.0,0.0
2023-01-31,RJ,Bancário,S1,PF,PF - Empregado de empresa privada,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Flutuantes,<= 15,8197.12,1961536.26,0.0,747650.0,0.0,0.0,0.0,2717383.38,0.0,0.0
2023-01-31,MT,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de plantas e flores naturais,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Pós-fixado,24,100042.42,255342.98,883059.43,683079.66,1262420.37,0.0,0.0,3183944.86,0.0,0.0
2023-01-31,MT,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de pedras para revestimento,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,9937.8,34065.5,27284.72,0.0,0.0,0.0,0.0,71288.02,0.0,0.0
2023-01-31,SC,Cooperativas,S4,PJ,-,PJ - Alojamento e alimentação,PJ - Restaurantes e similares,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,525,1116335.69,720104.66,638038.09,257517.92,57811.41,0.0,279935.99,3069743.76,298576.38,1521365.31
2023-01-31,RO,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comercio varejista de artigos de cama, mesa e banho",PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,32,20099.33,19055.42,590.17,0.0,0.0,0.0,16575.94,56320.86,11607.26,13210.5
2023-01-31,PR,Cooperativas,S4,PJ,-,"PJ - Transporte, armazenagem e correio",PJ - Serviços de malote não realizados pelo Correio Nacional,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,19,33572.65,66298.47,6852.79,0.0,0.0,0.0,4887.17,111611.08,10564.61,17212.09
2023-01-31,SP,Cooperativas,S4,PF,PF - Empregado de entidades sem fins lucrativos,-,-,PF - Até 1 salário mínimo                    ,PF - Veículos,Sem destinação específica,Prefixado,<= 15,1811.07,5433.21,10866.28,0.0,0.0,0.0,0.0,18110.56,0.0,0.0
2023-01-31,SP,Cooperativas,S5,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de artefatos de material plástico para uso pessoal e doméstico,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,31974.05,32178.54,0.0,0.0,0.0,0.0,0.0,64152.59,0.0,0.0
2023-01-31,PR,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de embalagens de papel,PJ - Médio                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,31,384559.9,520288.74,731646.38,191109.65,0.0,0.0,0.0,1827604.67,0.0,0.0
2023-01-31,TO,Bancário,S2,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",PJ - Médio                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,0.0,91995.19,295101.87,253366.42,0.0,0.0,0.0,640463.48,0.0,0.0
2023-01-31,RN,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de artigos do vestuário e acessórios,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,12744.82,28381.92,62027.52,8126.46,0.0,0.0,3148.11,114428.83,15011.17,18048.82
2023-01-31,MS,Cooperativas,S4,PF,PF - Empregado de empresa privada,-,-,PF - Sem rendimento                          ,PF - Cartão de crédito,Sem destinação específica,Prefixado,112,226503.02,59153.77,1209.02,0.0,0.0,0.0,7098.93,293964.74,0.0,19804.45
2023-01-31,SP,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,PJ - Médio                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Pós-fixado,<= 15,4440.39,13321.4,6286.01,0.0,0.0,0.0,0.0,24047.8,0.0,0.0
2023-01-31,SC,Cooperativas,S5,PF,PF - MEI,-,-,PF - Mais de 1 a 2 salários mínimos          ,PF - Veículos,Sem destinação específica,Flutuantes,<= 15,6008.26,15386.59,14877.25,5055.4,0.0,0.0,2251.67,43579.17,24158.37,26966.92
2023-01-31,BA,Bancário,S1,PJ,-,PJ - Saúde humana e serviços sociais,PJ - Atividades de atenção ambulatorial não especificadas anteriormente,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,104139.84,279908.42,360155.82,52593.15,0.0,0.0,0.0,796797.23,0.0,0.0
2023-01-31,SP,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de produtos de limpeza e polimento,PJ - Grande                                  ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,1191864.73,3430829.54,6676008.72,157819.15,0.0,0.0,0.0,11456522.14,0.0,0.0
2023-01-31,RJ,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de produtos alimentícios em geral,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,12559.95,0.0,0.0,0.0,0.0,0.0,0.0,12559.95,0.0,0.0
2023-01-31,BA,Bancário,S1,PF,PF - Outros,-,-,PF - Até 1 salário mínimo                    ,PF - Veículos,Sem destinação específica,Prefixado,8530,18462426.82,43814644.81,64128152.33,10605506.66,31840.86,0.0,6058442.75,143101014.23,15834655.91,22990018.89
2023-01-31,BA,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de ferragens e ferramentas,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,24,840813.3,0.0,0.0,0.0,0.0,0.0,0.0,840813.3,0.0,10.51
2023-01-31,MS,Bancário,S1,PJ,-,"PJ - Atividades financeiras, de seguros e serviços relacionados",PJ - Sociedades de fomento mercantil - factoring,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,4427.06,0.0,0.0,0.0,0.0,0.0,0.0,4427.06,0.0,0.0
2023-01-31,SC,Cooperativas,S5,PJ,-,PJ - Indústrias de transformação,"PJ - Serviço de secagem, preservação e imunização de madeira",PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,90725.99,240380.39,305128.94,153653.43,24477.26,0.0,1778.58,816144.59,0.0,0.0
2023-01-31,SC,Cooperativas,S4,PJ,-,PJ - Educação,PJ - Ensino médio,PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,29219.94,81640.03,152896.12,0.0,0.0,0.0,0.0,263756.09,0.0,0.0
2023-01-31,BA,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de ferragens e ferramentas,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,59550.4,0.0,0.0,0.0,0.0,0.0,78613.48,138163.88,78613.48,78613.48
2023-01-31,MA,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,10986.32,5490.64,0.0,0.0,0.0,0.0,0.0,16476.96,0.0,0.0
2023-01-31,PR,Cooperativas,S3,PJ,-,PJ - Alojamento e alimentação,PJ - Fornecimento de alimentos preparados preponderantemente para empresas,PJ - Micro                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,836.55,6668.0,11980.21,713.81,0.0,0.0,0.0,20198.57,0.0,0.0
2023-01-31,PR,Bancário,S3,PJ,-,PJ - Serviços domésticos,PJ - Serviços domésticos,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,109,54470.93,75488.05,6261.38,0.0,0.0,0.0,6133.03,142353.39,13335.46,14697.22
2023-01-31,RS,Cooperativas,S3,PF,PF - Outros,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Prefixado,349,219740.03,565689.48,664958.37,90467.95,15358.87,0.0,57268.96,1613483.66,130180.89,417550.81
2023-01-31,RR,Bancário,S4,PF,PF - MEI,-,-,PF - Mais de 3 a 5 salários mínimos          ,PF - Cartão de crédito,Sem destinação específica,Prefixado,36,6586.35,1240.09,0.0,0.0,0.0,0.0,12926.89,20753.33,8119.88,8867.78
2023-01-31,AC,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de produtos de padaria e confeitaria com predominância de produção própria,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,14103.36,1539.5,0.0,0.0,0.0,0.0,2900.62,18543.48,0.0,0.0
2023-01-31,MA,Bancário,S1,PF,PF - MEI,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Cartão de crédito,Sem destinação específica,Prefixado,4791,7851889.57,3334282.68,348238.98,66479.55,47745.12,0.0,1163619.53,12812255.43,679914.5,1204496.76
2023-01-31,GO,Bancário,S1,PF,PF - Autônomo,-,-,PF - Mais de 3 a 5 salários mínimos          ,PF - Cartão de crédito,Sem destinação específica,Outros indexadores,154,110548.69,239705.28,12505.73,0.0,0.0,0.0,23959.24,386718.94,0.0,109.65
2023-01-31,SP,Bancário,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",PJ - Médio                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,552,1103736.42,302.68,0.0,0.0,0.0,0.0,2387.1,1106426.2,0.0,0.0
2023-01-31,SP,Bancário,S2,PJ,-,PJ - Educação,PJ - Educação superior - graduação e pós-graduação,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,217509.66,0.0,0.0,0.0,0.0,0.0,0.0,217509.66,0.0,0.0
2023-01-31,MT,Bancário,S3,PJ,-,PJ - Construção,PJ - Serviços de pintura de edifícios em geral,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Pós-fixado,<= 15,7185.93,12185.64,16247.52,0.0,0.0,0.0,0.0,35619.09,0.0,0.0
2023-01-31,MS,Não bancário,S4,PF,PF - Servidor ou empregado público,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Prefixado,348,296293.23,324519.86,67727.93,0.0,0.0,0.0,244040.55,932581.57,213696.59,334997.33
2023-01-31,MG,Bancário,S3,PJ,-,"PJ - Atividades financeiras, de seguros e serviços relacionados",PJ - Sociedades de fomento mercantil - factoring,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,17307.32,34163.1,0.0,0.0,0.0,0.0,0.0,51470.42,0.0,0.0
2023-01-31,RJ,Bancário,S2,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",PJ - Médio                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,140303.32,140303.32,140303.32,140303.32
2023-01-31,GO,Bancário,S1,PJ,-,PJ - Atividades imobiliárias,PJ - Compra e venda de imóveis próprios,PJ - Pequeno                                 ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,247067.87,115775.87,0.0,0.0,0.0,0.0,5247.71,368091.45,0.0,0.0
2023-01-31,PR,Cooperativas,S4,PJ,-,PJ - Indústrias de transformação,PJ - Facção de roupas profissionais,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,6356.69,0.0,0.0,0.0,0.0,0.0,0.0,6356.69,0.0,0.0
2023-01-31,MT,Bancário,S1,PJ,-,PJ - Informação e comunicação,PJ - Provedores de acesso às redes de comunicações,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,18,241101.31,550951.3,611131.35,236262.02,0.0,0.0,20374.86,1659820.84,0.0,68708.36
2023-01-31,RS,Cooperativas,S4,PJ,-,PJ - Saúde humana e serviços sociais,PJ - Instituições de longa permanência para idosos,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,91515.94,275367.76,621356.27,170878.54,0.0,0.0,11341.07,1170459.58,83757.35,93194.5
2023-01-31,SP,Bancário,S1,PF,PF - Outros,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Veículos,Com destinação específica,Pós-fixado,<= 15,5752.74,15972.33,15148.84,0.0,0.0,0.0,0.0,36873.91,0.0,0.0
2023-01-31,AM,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de artigos do vestuário e acessórios,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Pós-fixado,<= 15,1335.7,1939.69,2972.39,425.21,0.0,0.0,26301.62,32974.61,28676.16,32919.42
2023-01-31,MA,Bancário,S1,PJ,-,PJ - Construção,PJ - Outras obras de acabamento da construção,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Pós-fixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,2047.91,2047.91,2047.91,2047.91
2023-01-31,PI,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Flutuantes,<= 15,15133.46,38998.86,68540.88,0.0,0.0,0.0,531.38,123204.58,0.0,8009.27
2023-01-31,RS,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de tubos e acessórios de material plástico para uso na construção,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,235.23,68223.12,0.0,0.0,0.0,0.0,0.0,68458.35,0.0,68223.12
2023-01-31,RO,Cooperativas,S4,PJ,-,PJ - Construção,PJ - Construção de edifícios,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,64584.23,4971.7,2762.04,0.0,0.0,0.0,0.0,72317.97,0.0,0.0
2023-01-31,RJ,Cooperativas,S5,PJ,-,PJ - Indústrias de transformação,"PJ - Serviços de acabamentos gráficos, exceto encadernação e plastificação",PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,9886.84,63998.24,62163.66,0.0,0.0,0.0,0.0,136048.74,0.0,0.0
2023-01-31,PI,Bancário,S2,PJ,-,PJ - Indústrias de transformação,PJ - Impressão de material para uso publicitário,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,3040.53,3040.53,3040.53,3040.53
2023-01-31,CE,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Impressão de material para outros usos,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,134,177790.39,65475.08,55405.98,10990.67,0.0,0.0,53359.87,363021.99,41827.9,160516.23
2023-01-31,RO,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Serviços de lavagem, lubrificação e polimento de veículos automotores",PJ - Micro                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,879.3,0.0,1200.0,1200.0,0.0,0.0,0.0,3279.3,0.0,0.0
2023-01-31,ES,Bancário,S1,PJ,-,PJ - Indústrias de transformação,"PJ - Serviços de usinagem, tornearia e solda",PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,18662.53,18612.22,0.0,0.0,0.0,0.0,5611.68,42886.43,8550.71,14299.98
2023-01-31,SE,Bancário,S4,PF,PF - Empresário,-,-,PF - Mais de 3 a 5 salários mínimos          ,PF - Habitacional,Com destinação específica,Pós-fixado,26,55354.14,130256.9,348193.52,336276.82,1395203.13,717220.26,14010.15,2996514.92,266008.92,275843.75
2023-01-31,RS,Não bancário,S4,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Atividades de contabilidade,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,15835.9,44105.09,86825.54,0.0,0.0,0.0,0.0,146766.53,0.0,0.0
2023-01-31,SP,Cooperativas,S5,PJ,-,PJ - Informação e comunicação,PJ - Desenvolvimento de programas de computador sob encomenda,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,0.0,120198.77,0.0,0.0,0.0,0.0,0.0,120198.77,0.0,0.0
2023-01-31,SC,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de filmes, CDs, DVDs, fitas e discos",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,10490.65,31211.96,50169.84,16691.22,0.0,0.0,0.0,108563.67,0.0,0.0
2023-01-31,RS,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de artefatos de couro não especificados anteriormente,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,32,160200.0,248914.88,212823.48,0.0,0.0,0.0,0.0,621938.36,0.0,62624.53
2023-01-31,DF,Bancário,S3,PJ,-,PJ - Informação e comunicação,PJ - Desenvolvimento e licenciamento de programas de computador customizáveis,PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,64581.67,21804.68,0.0,0.0,0.0,0.0,0.0,86386.35,0.0,0.0
2023-01-31,PB,Bancário,S1,PJ,-,"PJ - Atividades financeiras, de seguros e serviços relacionados",PJ - Atividades de administração de fundos por contrato ou comissão,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,10503.3,10000.02,0.0,0.0,0.0,0.0,0.0,20503.32,0.0,0.0
2023-01-31,SC,Cooperativas,S5,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de alimentos para animais,PJ - Médio                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,0.0,6648.25,12000.0,6000.0,15000.0,0.0,0.0,39648.25,0.0,0.0
2023-01-31,SP,Bancário,S1,PJ,-,"PJ - Transporte, armazenagem e correio",PJ - Transporte aéreo de carga,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Pós-fixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,2281.82,2281.82,2281.82,2281.82
